Sample #,Relative Time[s],Flow [ml/min]
0,0.0011,-0.002
1,0.0021,-0.002
2,0.0032,-0.002
3,0.0043,-0.012
4,0.0053,-0.002
5,0.0064,-0.012
6,0.0075,-0.002
7,0.0085,0.01
8,0.0096,-0.002
9,0.0107,0.01
10,0.0117,0.01
11,0.0128,-0.002
12,0.0139,-0.012
13,0.0149,0.02
14,0.016,-0.002
15,0.0171,-0.002
16,0.0183,-0.012
17,0.0195,-0.012
18,0.0206,-0.002
19,0.0218,-0.014
20,0.0229,0.02
21,0.0241,-0.002
22,0.0252,-0.002
23,0.0264,-0.002
24,0.0276,0.01
25,0.0287,-0.012
26,0.0299,-0.002
27,0.031,-0.014
28,0.0322,-0.002
29,0.0333,-0.002
30,0.0345,0.02
31,0.0357,-0.002
32,0.0368,-0.002
33,0.038,-0.002
34,0.0391,0.01
35,0.0403,0.01
36,0.0414,-0.012
37,0.0426,-0.014
38,0.0438,-0.002
39,0.0449,0.01
40,0.0461,0.01
41,0.0472,-0.002
42,0.0484,0.02
43,0.0495,0.01
44,0.0507,-0.024
45,0.0519,-0.002
46,0.053,0.01
47,0.0542,-0.002
48,0.0553,-0.002
49,0.0565,0.01
50,0.0576,-0.002
51,0.0588,-0.002
52,0.0598,0.01
53,0.0607,0.02
54,0.0617,-0.014
55,0.0626,0.01
56,0.0636,0.02
57,0.0646,0.01
58,0.0655,0.01
59,0.0665,0.01
60,0.0675,-0.002
61,0.0684,-0.012
62,0.0694,-0.024
63,0.0703,-0.024
64,0.0713,0.01
65,0.0723,-0.002
66,0.0732,-0.012
67,0.0742,-0.002
68,0.0751,0.01
69,0.0761,-0.002
70,0.0771,-0.002
71,0.078,-0.014
72,0.079,-0.012
73,0.08,0.02
74,0.0809,0.01
75,0.0819,-0.002
76,0.0828,-0.012
77,0.0838,0.01
78,0.0848,0.01
79,0.0857,-0.002
80,0.0867,-0.012
81,0.0876,-0.002
82,0.0886,0.01
83,0.0896,-0.002
84,0.0905,0.02
85,0.0915,-0.012
86,0.0925,0.01
87,0.0934,-0.002
88,0.0944,0.02
89,0.0953,-0.002
90,0.0963,-0.002
91,0.0973,-0.014
92,0.0982,-0.002
93,0.0992,-0.012
94,0.1001,0.01
95,0.1011,0.01
96,0.1021,-0.002
97,0.103,-0.012
98,0.104,-0.002
99,0.105,-0.014
100,0.1059,-0.002
101,0.1069,-0.002
102,0.1078,-0.012
103,0.1088,-0.014
104,0.1098,-0.002
105,0.1107,-0.012
106,0.1117,0.02
107,0.1126,-0.002
108,0.1136,-0.024
109,0.1146,-0.002
110,0.1156,-0.002
111,0.1165,-0.002
112,0.1175,-0.002
113,0.1185,0.01
114,0.1195,-0.002
115,0.1204,0.01
116,0.1214,0.01
117,0.1224,0.02
118,0.1234,0.02
119,0.1243,0.01
120,0.1253,0.01
121,0.1263,-0.012
122,0.1273,-0.002
123,0.1282,0.01
124,0.1292,0.02
125,0.1302,0.01
126,0.1312,0.01
127,0.1321,-0.002
128,0.1331,0.01
129,0.1341,-0.002
130,0.1351,-0.002
131,0.136,0.01
132,0.137,-0.002
133,0.138,0.01
134,0.139,-0.002
135,0.1399,-0.002
136,0.1409,-0.012
137,0.1419,0.01
138,0.1429,-0.002
139,0.1438,0.01
140,0.1448,0.02
141,0.1458,-0.002
142,0.1468,0.032
143,0.1477,-0.002
144,0.1487,0.01
145,0.1497,0.02
146,0.1507,-0.002
147,0.1516,0.01
148,0.1526,0.01
149,0.1536,0.02
150,0.1546,0.01
151,0.1555,-0.002
152,0.1566,-0.012
153,0.1576,-0.012
154,0.1586,0.01
155,0.1597,0.01
156,0.1607,0.01
157,0.1618,0.02
158,0.1628,-0.002
159,0.1638,0.01
160,0.1649,-0.002
161,0.1659,-0.002
162,0.1669,0.01
163,0.168,-0.002
164,0.169,-0.014
165,0.1701,-0.012
166,0.1711,0.01
167,0.1721,-0.014
168,0.1732,-0.002
169,0.1742,-0.002
170,0.1752,-0.014
171,0.1763,-0.014
172,0.1773,-0.012
173,0.1784,-0.002
174,0.1794,0.02
175,0.1804,0.01
176,0.1815,-0.012
177,0.1825,-0.024
178,0.1835,-0.002
179,0.1846,-0.012
180,0.1856,0.02
181,0.1867,0.01
182,0.1877,0.01
183,0.1887,0.01
