Sample #,Relative Time[s],Flow [ml/min]
0,0.0011,-0.002
1,0.0021,-0.002
2,0.0032,-0.002
3,0.0043,-0.002
4,0.0053,-0.002
5,0.0064,-0.012
6,0.0074,-0.002
7,0.0085,-0.002
8,0.0096,0.01
9,0.0106,-0.002
10,0.0117,0.01
11,0.0128,0.01
12,0.0138,-0.012
13,0.0149,0.01
14,0.016,-0.012
15,0.0171,-0.014
16,0.0182,-0.002
17,0.0193,0.01
18,0.0205,0.01
19,0.0216,0.02
20,0.0227,0.02
21,0.0238,0.01
22,0.025,0.01
23,0.0261,-0.002
24,0.0272,0.01
25,0.0283,-0.002
26,0.0295,-0.024
27,0.0306,-0.002
28,0.0317,-0.002
29,0.0329,0.01
30,0.034,0.032
31,0.0351,0.01
32,0.0362,0.01
33,0.0374,-0.002
34,0.0385,0.01
35,0.0396,-0.002
36,0.0407,0.01
37,0.0419,0.01
38,0.043,0.01
39,0.0441,0.01
40,0.0452,0.042
41,0.0464,0.01
42,0.0475,-0.002
43,0.0486,0.01
44,0.0497,-0.002
45,0.0509,0.01
46,0.052,0.02
47,0.0531,0.01
48,0.0543,0.01
49,0.0554,-0.002
50,0.0565,-0.014
51,0.0576,-0.012
52,0.0588,0.01
53,0.0597,0.01
54,0.0607,0.01
55,0.0617,0.02
56,0.0627,-0.002
57,0.0636,0.01
58,0.0646,-0.002
59,0.0656,0.01
60,0.0666,-0.002
61,0.0676,-0.012
62,0.0685,0.01
63,0.0695,-0.014
64,0.0705,0.01
65,0.0715,0.01
66,0.0724,0.01
67,0.0734,0.01
68,0.0744,-0.002
69,0.0754,0.01
70,0.0763,0.02
71,0.0773,-0.002
72,0.0783,0.02
73,0.0793,-0.002
74,0.0802,0.02
75,0.0812,0.01
76,0.0822,-0.002
77,0.0832,0.02
78,0.0842,-0.002
79,0.0851,-0.024
80,0.0861,-0.012
81,0.0871,-0.002
82,0.0881,0.01
83,0.089,-0.012
84,0.09,-0.002
85,0.091,0.01
86,0.092,-0.002
87,0.0929,-0.002
88,0.0939,-0.002
89,0.0949,-0.014
90,0.0959,-0.002
91,0.0968,-0.002
92,0.0978,0.01
93,0.0988,-0.002
94,0.0998,0.02
95,0.1008,0.01
96,0.1017,0.01
97,0.1027,-0.002
98,0.1037,0.02
99,0.1047,-0.012
100,0.1056,0.01
101,0.1066,-0.002
102,0.1075,0.01
103,0.1085,-0.014
104,0.1094,-0.002
105,0.1104,0.01
106,0.1113,-0.002
107,0.1123,-0.014
108,0.1132,0.01
109,0.1141,0.01
110,0.1151,-0.002
111,0.116,0.01
112,0.117,-0.002
113,0.1179,0.01
114,0.1189,0.02
115,0.1198,0.01
116,0.1208,0.02
117,0.1217,-0.002
118,0.1227,-0.002
119,0.1236,-0.002
120,0.1246,-0.002
121,0.1255,0.01
122,0.1265,0.01
123,0.1274,0.02
124,0.1284,0.01
125,0.1293,0.01
126,0.1303,-0.002
127,0.1312,-0.012
128,0.1322,-0.002
129,0.1331,0.01
130,0.1341,0.01
131,0.135,0.01
132,0.136,0.01
133,0.1369,0.01
134,0.1379,-0.012
135,0.1388,0.01
136,0.1398,-0.002
137,0.1407,-0.012
138,0.1417,-0.002
139,0.1426,-0.014
140,0.1436,-0.002
141,0.1445,0.02
142,0.1455,-0.014
143,0.1464,0.01
144,0.1474,-0.012
145,0.1484,0.01
146,0.1494,-0.014
147,0.1504,-0.002
148,0.1514,0.01
149,0.1524,-0.002
150,0.1534,-0.002
151,0.1544,0.01
152,0.1554,-0.002
153,0.1564,0.01
154,0.1574,-0.002
155,0.1584,-0.002
156,0.1594,0.01
157,0.1604,0.01
158,0.1614,-0.002
159,0.1624,-0.002
160,0.1634,-0.002
161,0.1644,0.01
162,0.1654,-0.002
163,0.1664,0.02
164,0.1674,-0.002
165,0.1684,-0.002
166,0.1694,-0.012
167,0.1704,0.01
168,0.1714,-0.012
169,0.1724,0.01
170,0.1734,-0.002
171,0.1744,-0.002
172,0.1754,-0.012
173,0.1764,-0.012
174,0.1774,-0.014
175,0.1784,-0.002
176,0.1794,0.01
177,0.1804,-0.002
178,0.1814,0.01
179,0.1824,-0.002
180,0.1834,-0.002
181,0.1843,0.01
182,0.1853,0.01
183,0.1863,0.02
184,0.1873,-0.012
