Sample #,Relative Time[s],Flow [ml/min]
306,0.3054,0.01
307,0.3064,0.01
308,0.3074,-0.012
309,0.3084,-0.002
310,0.3093,-0.012
311,0.3103,0.01
312,0.3113,0.01
313,0.3123,-0.014
314,0.3133,0.01
315,0.3142,-0.002
316,0.3152,-0.014
317,0.3162,-0.024
318,0.3172,-0.024
319,0.3181,0.01
320,0.3191,0.01
321,0.3201,0.01
322,0.3211,0.01
323,0.322,0.01
324,0.323,0.01
325,0.324,0.01
326,0.325,0.02
327,0.3259,0.01
328,0.3269,0.032
329,0.3278,0.042
330,0.3288,0.032
331,0.3297,0.02
332,0.3307,0.02
333,0.3316,0.02
334,0.3325,0.02
335,0.3335,0.02
336,0.3344,0.02
337,0.3354,-0.012
338,0.3363,-0.002
339,0.3373,-0.024
340,0.3382,-0.014
341,0.3392,-0.014
342,0.3401,-0.024
343,0.3411,-0.036
344,0.342,-0.014
345,0.343,-0.036
346,0.3439,-0.024
347,0.3449,-0.012
348,0.3458,-0.002
349,0.3468,-0.014
350,0.3477,0.02
351,0.3487,0.032
352,0.3496,0.02
353,0.3506,0.03
354,0.3515,0.032
355,0.3525,0.052
356,0.3534,0.03
357,0.3543,0.042
358,0.3553,0.052
359,0.3562,0.02
360,0.3572,0.02
361,0.3581,0.042
362,0.3591,0.032
363,0.36,-0.002
364,0.361,0.02
365,0.3619,-0.002
366,0.3629,-0.024
367,0.3638,-0.012
368,0.3648,-0.024
369,0.3657,-0.036
370,0.3667,-0.024
371,0.3676,-0.036
372,0.3686,-0.012
373,0.3695,-0.024
374,0.3705,-0.012
375,0.3715,-0.012
376,0.3725,-0.012
377,0.3735,-0.002
378,0.3745,0.01
379,0.3755,-0.002
380,0.3765,0.01
381,0.3775,0.02
382,0.3785,0.02
383,0.3795,0.02
384,0.3805,0.02
385,0.3815,0.032
386,0.3825,0.042
387,0.3835,0.01
388,0.3845,0.02
389,0.3855,0.03
390,0.3865,0.02
391,0.3875,-0.002
392,0.3885,0.02
393,0.3895,0.01
394,0.3905,-0.002
395,0.3915,0.02
396,0.3925,-0.002
397,0.3935,-0.012
398,0.3945,-0.024
399,0.3955,-0.002
400,0.3965,-0.012
401,0.3974,-0.002
402,0.3984,-0.012
403,0.3994,0.02
404,0.4004,-0.002
405,0.4014,0.01
406,0.4024,-0.002
407,0.4034,-0.024
408,0.4044,-0.002
409,0.4054,0.01
410,0.4064,0.01
411,0.4074,-0.002
412,0.4084,-0.012
413,0.4094,-0.012
414,0.4104,-0.012
415,0.4114,0.01
416,0.4124,0.02
417,0.4134,-0.012
418,0.4144,0.01
419,0.4155,0.01
420,0.4165,0.02
421,0.4175,0.032
422,0.4185,0.02
423,0.4195,0.042
424,0.4205,0.02
425,0.4216,0.032
426,0.4226,0.032
427,0.4236,0.032
428,0.4246,0.02
429,0.4256,-0.002
430,0.4266,-0.002
431,0.4276,0.01
432,0.4287,0.01
433,0.4297,0.01
434,0.4307,-0.002
435,0.4317,-0.002
436,0.4327,-0.024
437,0.4337,-0.014
438,0.4348,-0.024
439,0.4358,-0.036
440,0.4368,-0.036
441,0.4378,-0.012
442,0.4388,-0.014
443,0.4398,-0.012
444,0.4409,-0.002
445,0.4419,-0.012
446,0.4429,-0.002
447,0.4439,0.02
448,0.4449,0.02
449,0.4459,0.032
450,0.4469,0.032
451,0.448,0.032
452,0.449,0.032
453,0.45,0.042
454,0.451,0.03
455,0.452,0.02
456,0.453,0.01
457,0.4541,0.02
458,0.4551,0.01
459,0.4561,0.02
460,0.4571,-0.002
461,0.4581,-0.002
462,0.4591,-0.012
463,0.4601,-0.002
464,0.4612,-0.014
465,0.4622,-0.036
466,0.4632,-0.012
467,0.4642,-0.024
468,0.4652,-0.024
469,0.4661,-0.002
470,0.4671,-0.036
471,0.468,-0.014
472,0.4689,0.01
473,0.4698,0.01
474,0.4707,0.01
475,0.4716,0.01
476,0.4725,0.032
477,0.4734,0.032
478,0.4743,0.02
479,0.4753,0.02
480,0.4762,0.02
481,0.4771,0.03
482,0.478,0.02
483,0.4789,-0.002
484,0.4798,0.032
485,0.4807,0.01
486,0.4816,-0.002
487,0.4826,-0.002
488,0.4835,-0.012
489,0.4844,0.01
490,0.4853,0.01
491,0.4862,-0.014
492,0.4871,-0.002
493,0.488,-0.002
494,0.4889,-0.012
495,0.4898,0.01
496,0.4908,0.01
497,0.4917,-0.002
498,0.4926,0.01
499,0.4935,-0.002
500,0.4944,-0.002
501,0.4953,-0.014
502,0.4962,0.02
503,0.4971,0.02
504,0.4981,0.01
505,0.499,0.01
506,0.4999,-0.014
507,0.5008,-0.002
508,0.5017,-0.024
509,0.5026,-0.012
510,0.5035,-0.002
511,0.5044,-0.002
512,0.5053,-0.002
513,0.5063,-0.002
514,0.5072,0.01
515,0.5081,-0.002
516,0.509,0.01
517,0.51,0.01
518,0.511,0.01
519,0.5119,0.01
520,0.5129,0.02
521,0.5139,0.02
522,0.5148,0.01
523,0.5158,0.01
524,0.5167,0.032
525,0.5177,0.02
526,0.5187,0.032
527,0.5196,0.01
528,0.5206,0.02
529,0.5215,-0.012
530,0.5225,-0.012
531,0.5235,-0.002
532,0.5244,-0.012
533,0.5254,-0.024
534,0.5263,-0.024
535,0.5273,-0.024
536,0.5283,-0.024
537,0.5292,-0.014
538,0.5302,-0.024
539,0.5312,-0.024
540,0.5321,-0.012
541,0.5331,-0.002
542,0.534,-0.012
543,0.535,0.02
544,0.536,0.03
545,0.5369,0.01
546,0.5379,0.02
547,0.5388,0.02
548,0.5398,0.032
549,0.5408,0.01
550,0.5417,-0.002
551,0.5427,0.02
552,0.5437,0.01
553,0.5446,0.02
554,0.5456,0.03
555,0.5465,-0.002
556,0.5475,0.02
557,0.5485,0.01
558,0.5494,-0.012
559,0.5504,-0.012
560,0.5513,-0.036
561,0.5523,-0.036
562,0.5533,-0.036
563,0.5542,-0.024
564,0.5552,-0.024
565,0.5562,-0.012
566,0.5571,-0.014
567,0.5581,-0.024
568,0.559,-0.002
569,0.56,-0.002
570,0.561,-0.002
571,0.5619,0.01
572,0.5629,0.02
573,0.5639,0.02
574,0.5649,0.032
575,0.5659,0.03
576,0.5669,0.032
577,0.5679,0.042
578,0.5689,0.01
579,0.5699,0.02
580,0.5709,0.02
581,0.5719,-0.002
582,0.5729,-0.002
583,0.5739,-0.002
584,0.5748,-0.002
585,0.5758,-0.002
586,0.5768,-0.002
587,0.5778,-0.014
588,0.5788,-0.012
589,0.5798,-0.024
590,0.5808,-0.024
591,0.5818,-0.002
592,0.5828,-0.002
593,0.5838,-0.002
594,0.5848,0.01
595,0.5858,0.01
596,0.5868,-0.002
597,0.5878,-0.002
598,0.5888,0.01
599,0.5898,-0.002
600,0.5908,0.01
601,0.5917,0.02
602,0.5927,0.01
603,0.5937,-0.012
604,0.5947,0.02
605,0.5957,-0.002
606,0.5967,0.02
607,0.5977,0.01
608,0.5987,-0.002
609,0.5997,-0.002
610,0.6007,-0.002
611,0.6017,-0.002
612,0.6027,-0.002
613,0.6037,0.01
614,0.6047,-0.002
615,0.6056,0.02
616,0.6066,-0.002
617,0.6075,-0.002
618,0.6085,-0.014
619,0.6095,-0.014
620,0.6104,0.02
621,0.6114,0.02
622,0.6123,0.01
623,0.6133,0.01
624,0.6142,-0.012
625,0.6152,-0.014
626,0.6161,-0.002
627,0.6171,-0.002
628,0.6181,-0.002
629,0.619,-0.012
630,0.62,0.01
631,0.6209,-0.012
632,0.6219,-0.024
633,0.6228,-0.024
634,0.6238,-0.012
635,0.6247,-0.002
636,0.6257,-0.014
637,0.6267,-0.002
638,0.6276,0.01
639,0.6286,0.02
640,0.6295,0.02
641,0.6305,0.02
642,0.6314,0.02
643,0.6324,0.01
644,0.6333,0.042
645,0.6343,0.032
646,0.6353,0.01
647,0.6362,0.02
648,0.6372,0.01
649,0.6381,0.01
650,0.6391,-0.002
651,0.64,0.01
652,0.641,-0.012
653,0.6419,-0.002
654,0.6429,-0.036
655,0.6439,-0.002
656,0.6448,-0.048
657,0.6458,-0.024
658,0.6467,-0.024
659,0.6477,-0.036
660,0.6486,-0.036
661,0.6496,-0.036
662,0.6505,-0.014
663,0.6515,-0.002
664,0.6525,-0.024
665,0.6535,-0.002
666,0.6544,0.01
667,0.6554,0.02
668,0.6564,0.02
669,0.6574,0.032
670,0.6583,0.042
671,0.6593,0.032
672,0.6603,0.032
673,0.6613,0.02
674,0.6622,0.032
675,0.6632,0.042
676,0.6642,0.032
677,0.6652,0.02
678,0.6661,-0.002
679,0.6671,-0.002
680,0.6681,-0.014
681,0.6691,0.01
682,0.67,-0.012
683,0.671,-0.014
684,0.672,-0.024
685,0.673,-0.014
686,0.6739,-0.024
687,0.6749,-0.024
688,0.6759,-0.012
689,0.6769,-0.024
690,0.6778,-0.002
691,0.6788,0.02
692,0.6798,-0.012
693,0.6808,0.02
694,0.6817,0.02
695,0.6827,0.01
696,0.6837,0.02
697,0.6847,0.02
698,0.6856,0.02
699,0.6866,-0.002
700,0.6876,0.02
701,0.6886,0.02
702,0.6895,-0.002
703,0.6905,-0.002
704,0.6915,-0.002
705,0.6925,-0.014
706,0.6934,-0.024
707,0.6944,0.01
708,0.6953,-0.002
709,0.6963,-0.002
710,0.6972,0.01
711,0.6982,-0.014
712,0.6991,0.01
713,0.7001,-0.014
714,0.7011,0.01
715,0.702,0.01
716,0.703,0.01
717,0.7039,0.01
718,0.7049,0.02
719,0.7058,0.02
720,0.7068,0.01
721,0.7077,0.01
722,0.7087,0.01
723,0.7096,0.02
724,0.7106,0.01
725,0.7116,0.032
726,0.7125,0.01
727,0.7135,-0.012
728,0.7144,-0.014
729,0.7154,-0.024
730,0.7163,-0.012
731,0.7173,-0.002
732,0.7182,-0.024
733,0.7192,-0.036
734,0.7201,-0.024
735,0.7211,-0.012
736,0.7221,-0.012
737,0.723,-0.002
738,0.724,-0.002
739,0.7249,0.02
740,0.7259,0.01
741,0.7268,0.02
742,0.7278,0.02
743,0.7287,0.02
744,0.7297,0.02
745,0.7307,0.032
746,0.7316,0.02
747,0.7326,0.02
748,0.7335,0.01
749,0.7345,0.02
750,0.7354,0.02
751,0.7364,0.02
752,0.7373,0.01
753,0.7383,-0.002
754,0.7393,-0.012
755,0.7402,-0.014
756,0.7412,-0.012
757,0.7422,-0.036
758,0.7432,-0.024
759,0.7441,-0.002
760,0.7451,-0.024
761,0.7461,-0.024
762,0.7471,-0.002
763,0.748,-0.012
764,0.749,-0.012
765,0.75,0.01
766,0.751,0.02
767,0.7519,-0.002
768,0.7529,0.02
769,0.7539,0.02
770,0.7549,0.01
771,0.7558,0.032
772,0.7568,-0.002
773,0.7578,-0.002
774,0.7588,-0.002
775,0.7597,-0.002
776,0.7607,0.01
777,0.7617,0.01
778,0.7627,0.01
779,0.7636,0.01
780,0.7646,0.02
781,0.7656,-0.002
782,0.7666,0.01
783,0.7675,0.01
784,0.7685,0.01
785,0.7695,0.01
786,0.7705,0.01
787,0.7714,-0.002
788,0.7724,-0.002
789,0.7734,0.01
790,0.7744,0.02
791,0.7753,-0.002
792,0.7763,-0.002
793,0.7773,-0.002
794,0.7783,-0.014
795,0.7792,-0.002
796,0.7802,0.02
797,0.7812,-0.002
798,0.7822,-0.014
799,0.7831,-0.002
800,0.7841,-0.002
801,0.7851,-0.012
802,0.7861,-0.002
803,0.787,0.01
804,0.788,-0.002
805,0.789,-0.002
806,0.79,-0.002
807,0.7909,-0.024
808,0.7919,-0.014
809,0.7929,0.01
810,0.7939,0.02
811,0.7948,0.01
812,0.7958,0.02
813,0.7968,0.01
814,0.7978,0.032
815,0.7988,0.032
816,0.7997,0.02
817,0.8007,0.032
818,0.8017,-0.002
819,0.8027,0.02
820,0.8036,0.032
821,0.8046,0.01
822,0.8056,-0.002
823,0.8066,-0.014
824,0.8075,-0.012
825,0.8085,0.01
826,0.8095,-0.036
827,0.8105,-0.024
828,0.8114,-0.036
829,0.8124,-0.024
830,0.8134,-0.024
831,0.8144,-0.002
832,0.8153,-0.036
833,0.8163,-0.002
834,0.8173,-0.002
835,0.8183,-0.002
836,0.8193,-0.002
837,0.8202,0.02
838,0.8212,0.02
839,0.8222,0.02
840,0.8232,0.042
841,0.8241,0.02
842,0.8251,0.042
843,0.8261,0.042
844,0.8271,0.01
845,0.828,0.042
846,0.829,0.01
847,0.83,0.01
848,0.831,-0.002
849,0.8319,-0.002
850,0.8329,0.01
851,0.8339,-0.012
852,0.8349,-0.002
853,0.8359,-0.002
854,0.8368,-0.012
855,0.8378,-0.014
856,0.8388,-0.014
857,0.8397,-0.002
858,0.8407,-0.024
859,0.8416,-0.036
860,0.8426,-0.014
861,0.8435,-0.002
862,0.8445,-0.002
863,0.8454,0.01
864,0.8464,0.02
865,0.8473,-0.014
866,0.8483,-0.012
867,0.8492,0.032
868,0.8502,0.02
869,0.8511,0.02
870,0.8521,0.02
871,0.853,-0.002
872,0.854,0.02
873,0.8549,0.042
874,0.8559,-0.002
875,0.8569,0.01
876,0.8578,0.02
877,0.8588,0.01
878,0.8597,0.01
879,0.8607,0.01
880,0.8616,-0.002
881,0.8626,-0.002
882,0.8635,-0.002
883,0.8645,-0.002
884,0.8654,0.02
885,0.8664,0.01
886,0.8673,-0.002
887,0.8683,0.01
888,0.8692,-0.012
889,0.8702,-0.002
890,0.8711,-0.012
891,0.8721,-0.002
892,0.873,-0.002
893,0.874,0.02
894,0.875,-0.002
895,0.8759,-0.002
896,0.8769,-0.012
897,0.8778,-0.012
898,0.8788,-0.024
899,0.8797,0.01
900,0.8807,-0.012
901,0.8817,-0.002
902,0.8827,-0.002
903,0.8837,0.01
904,0.8847,-0.012
905,0.8857,0.01
906,0.8867,0.02
907,0.8877,0.02
908,0.8887,0.01
909,0.8897,0.042
910,0.8907,0.032
911,0.8917,0.02
912,0.8927,0.032
913,0.8937,0.02
914,0.8948,0.01
915,0.8958,0.02
916,0.8968,0.01
917,0.8978,-0.012
918,0.8988,0.01
919,0.8998,-0.036
920,0.9008,-0.014
921,0.9018,-0.012
922,0.9028,-0.014
923,0.9038,-0.012
924,0.9048,-0.036
925,0.9058,-0.002
926,0.9068,-0.012
927,0.9078,-0.002
928,0.9088,0.01
929,0.9098,-0.002
930,0.9108,0.02
931,0.9118,-0.002
932,0.9128,0.01
933,0.9138,-0.002
934,0.9148,0.042
935,0.9158,0.032
936,0.9168,0.032
937,0.9178,0.042
938,0.9188,0.02
939,0.9198,0.03
940,0.9208,0.01
941,0.9218,0.02
942,0.9228,0.02
943,0.9238,0.02
944,0.9248,-0.002
945,0.9258,-0.002
946,0.9268,-0.002
947,0.9278,-0.014
948,0.9287,-0.014
949,0.9297,-0.036
950,0.9307,-0.024
951,0.9316,-0.024
952,0.9326,-0.024
953,0.9336,-0.024
954,0.9345,-0.014
955,0.9355,-0.036
956,0.9365,-0.002
957,0.9374,-0.002
958,0.9384,0.01
959,0.9394,-0.002
960,0.9403,0.01
961,0.9413,0.03
962,0.9423,0.042
963,0.9432,0.02
964,0.9442,0.032
965,0.9452,0.032
966,0.9461,0.02
967,0.9471,0.032
968,0.9481,0.03
969,0.949,0.02
970,0.95,-0.002
971,0.951,0.01
972,0.9519,-0.012
973,0.9529,-0.014
974,0.9539,0.01
975,0.9548,-0.002
976,0.9558,-0.014
977,0.9568,-0.002
978,0.9577,-0.012
979,0.9587,-0.002
980,0.9597,-0.014
981,0.9606,-0.036
982,0.9616,-0.014
983,0.9626,-0.024
984,0.9635,-0.014
985,0.9645,-0.002
986,0.9655,-0.014
987,0.9664,-0.002
988,0.9674,0.01
989,0.9684,0.02
990,0.9693,0.032
991,0.9703,0.02
992,0.9712,0.02
993,0.9722,0.032
994,0.9732,0.01
995,0.9741,0.032
996,0.9751,0.03
997,0.976,0.02
998,0.977,0.01
999,0.978,0.02
1000,0.9789,0.01
1001,0.9799,0.02
1002,0.9809,0.01
1003,0.9818,-0.002
1004,0.9828,-0.014
1005,0.9837,-0.002
1006,0.9847,-0.002
1007,0.9857,0.01
1008,0.9866,-0.012
1009,0.9876,-0.012
1010,0.9885,-0.002
1011,0.9895,-0.024
1012,0.9905,-0.024
1013,0.9914,0.02
1014,0.9924,-0.002
1015,0.9933,-0.002
1016,0.9943,-0.002
1017,0.9953,-0.012
1018,0.9962,0.01
1019,0.9972,-0.002
1020,0.9982,-0.014
1021,0.9991,-0.012
1022,1.0001,0.02
1023,1.001,-0.002
1024,1.002,-0.002
1025,1.003,0.01
1026,1.0039,0.02
1027,1.0049,0.01
1028,1.0058,0.03
1029,1.0068,0.032
1030,1.0078,0.02
1031,1.0087,0.02
1032,1.0097,0.032
1033,1.0107,0.042
1034,1.0116,0.032
1035,1.0126,0.02
1036,1.0135,0.01
1037,1.0145,0.02
1038,1.0155,-0.012
1039,1.0164,-0.014
1040,1.0174,-0.014
1041,1.0183,-0.002
1042,1.0193,-0.048
1043,1.0203,-0.024
1044,1.0212,-0.024
1045,1.0222,-0.036
1046,1.0231,-0.024
1047,1.0241,-0.024
1048,1.0251,-0.036
1049,1.0261,-0.024
1050,1.0271,-0.002
1051,1.028,0.01
1052,1.029,-0.002
1053,1.03,0.01
1054,1.031,0.042
1055,1.0319,0.01
1056,1.0329,0.032
1057,1.0339,0.032
1058,1.0349,0.032
1059,1.0358,0.042
1060,1.0368,0.032
1061,1.0378,0.01
1062,1.0388,0.032
1063,1.0397,0.032
