Sample #,Relative Time[s],Flow [ml/min]
276,0.2781,-0.002
277,0.279,-0.002
278,0.2799,0.01
279,0.2809,0.01
280,0.2818,0.01
281,0.2827,0.02
282,0.2837,-0.002
283,0.2846,-0.002
284,0.2855,-0.002
285,0.2865,-0.002
286,0.2874,-0.012
287,0.2883,0.01
288,0.2893,-0.002
289,0.2902,0.02
290,0.2911,0.01
291,0.2921,0.02
292,0.293,-0.002
293,0.2939,0.01
294,0.2949,-0.002
295,0.2958,-0.002
296,0.2967,0.02
297,0.2977,-0.002
298,0.2986,0.01
299,0.2995,0.01
300,0.3004,0.01
301,0.3014,0.01
302,0.3023,-0.002
303,0.3032,0.02
304,0.3042,-0.002
305,0.3051,0.01
306,0.306,-0.002
307,0.307,-0.002
308,0.3079,-0.002
309,0.3088,-0.002
310,0.3098,0.01
311,0.3107,0.02
312,0.3116,0.01
313,0.3126,-0.002
314,0.3136,-0.002
315,0.3146,0.01
316,0.3156,0.02
317,0.3166,-0.002
318,0.3176,0.01
319,0.3186,-0.012
320,0.3196,0.01
321,0.3206,-0.012
322,0.3216,-0.002
323,0.3226,-0.002
324,0.3236,0.032
325,0.3246,0.01
326,0.3256,0.01
327,0.3266,-0.002
328,0.3276,-0.002
329,0.3286,0.02
330,0.3296,-0.002
331,0.3306,-0.002
332,0.3316,-0.002
333,0.3326,0.01
334,0.3336,0.01
335,0.3346,0.02
336,0.3356,0.02
337,0.3365,-0.002
338,0.3375,0.01
339,0.3385,-0.002
340,0.3395,-0.012
341,0.3405,-0.012
342,0.3415,-0.002
343,0.3425,0.02
344,0.3435,0.01
345,0.3445,-0.002
346,0.3455,-0.014
347,0.3465,-0.002
348,0.3475,0.01
349,0.3485,-0.002
350,0.3495,-0.002
351,0.3505,0.01
352,0.3515,0.02
353,0.3525,-0.002
354,0.3535,-0.002
355,0.3545,0.01
356,0.3555,-0.002
357,0.3565,-0.012
358,0.3575,-0.002
359,0.3585,-0.002
360,0.3595,0.01
361,0.3605,0.01
362,0.3615,0.01
363,0.3625,-0.002
364,0.3635,-0.002
365,0.3644,-0.002
366,0.3654,0.02
367,0.3663,0.01
368,0.3672,-0.002
369,0.3681,-0.012
370,0.369,-0.002
371,0.3699,-0.002
372,0.3708,-0.002
373,0.3717,-0.002
374,0.3726,0.01
