Reading,Load [N],Travel [mm],Time
894,-0.4,-44.46,39.421
895,-0.4,-44.52,39.48
896,-0.4,-44.54,39.5
897,-0.4,-44.62,39.561
898,-0.4,-44.64,39.58
899,-0.4,-44.78,39.7
900,-0.3,-44.8,39.72
901,-0.4,-44.9,39.8
902,-0.4,-44.92,39.821
903,-0.4,-45.02,39.901
904,-0.4,-45.04,39.92
905,-0.4,-45.12,40.001
906,-0.4,-45.16,40.02
907,-0.4,-45.26,40.1
908,-0.4,-45.28,40.12
909,-0.4,-45.32,40.181
910,-0.4,-45.36,40.2
911,-0.4,-45.44,40.26
912,-0.4,-45.46,40.28
913,-0.4,-45.5,40.326
914,-0.4,-45.54,40.342
915,-0.4,-45.58,40.387
916,-0.4,-45.6,40.404
917,-0.4,-45.68,40.46
918,-0.4,-45.7,40.48
919,-0.4,-45.82,40.58
920,-0.5,-45.84,40.6
921,-0.3,-45.92,40.66
922,-0.4,-45.94,40.68
923,-0.4,-46.02,40.741
924,-0.4,-46.02,40.76
925,-0.4,-46.1,40.82
926,-0.4,-46.12,40.84
927,-0.5,-46.22,40.92
928,-0.5,-46.22,40.94
929,-0.5,-46.32,41.02
930,-0.5,-46.34,41.041
931,-0.5,-46.44,41.121
932,-0.5,-46.48,41.14
933,-0.5,-46.54,41.22
934,-0.5,-46.58,41.24
935,-0.6,-46.64,41.321
936,-0.8,-46.64,41.341
937,-0.9,-46.64,41.423
938,-0.9,-46.64,41.44
939,-0.9,-46.64,41.52
940,-0.9,-46.64,41.54
941,-0.9,-46.64,41.61
942,-0.9,-46.64,41.626
943,-0.9,-46.64,41.684
944,-0.9,-46.64,41.7
945,-0.9,-46.64,41.76
946,-0.9,-46.64,41.78
947,-0.9,-46.64,41.905
948,-0.9,-46.64,41.925
949,-0.8,-46.64,42.061
950,-0.8,-46.64,42.081
951,-0.8,-46.64,42.209
952,-0.8,-46.64,42.228
953,-0.9,-46.64,42.361
954,-0.9,-46.64,42.38
955,-0.8,-46.64,42.441
956,-0.8,-46.64,42.46
957,-0.8,-46.64,42.521
958,-0.8,-46.64,42.54
959,-0.8,-46.64,42.62
960,-0.8,-46.64,42.64
961,-0.8,-46.64,42.72
962,-0.8,-46.64,42.74
963,-0.8,-46.64,42.821
964,-0.8,-46.64,42.84
965,-0.8,-46.64,42.92
966,-0.8,-46.64,42.94
967,-0.8,-46.64,43.001
968,-0.8,-46.64,43.02
969,-0.8,-46.64,43.1
970,-0.9,-46.64,43.12
971,-0.8,-46.64,43.201
972,-0.8,-46.64,43.22
973,-0.8,-46.64,43.281
974,-0.8,-46.64,43.3
975,-0.8,-46.64,43.4
976,-0.8,-46.64,43.42
977,-0.8,-46.64,43.5
978,-0.8,-46.64,43.52
979,-0.8,-46.64,43.6
980,-0.9,-46.64,43.62
981,-0.8,-46.64,43.7
982,-0.8,-46.64,43.72
983,-0.8,-46.64,43.78
984,-0.8,-46.64,43.8
985,-0.8,-46.64,43.86
986,-0.8,-46.64,43.881
987,-0.8,-46.64,44
988,-0.8,-46.64,44.02
989,-0.8,-46.64,44.1
990,-0.8,-46.64,44.12
991,-0.8,-46.64,44.19
992,-0.8,-46.64,44.208
993,-0.8,-46.64,44.286
994,-0.8,-46.64,44.303
995,-0.8,-46.64,44.384
996,-0.8,-46.64,44.402
997,-0.8,-46.64,44.5
998,-0.8,-46.64,44.52
999,-0.8,-46.64,44.605
1000,-0.8,-46.64,44.624
1001,-0.8,-46.64,44.705
1002,-0.8,-46.64,44.722
1003,-0.8,-46.64,44.804
1004,-0.8,-46.64,44.82
1005,-0.8,-46.64,44.903
1006,-0.8,-46.64,44.922
1007,-0.8,-46.64,44.986
1008,-0.8,-46.64,45.002
1009,-0.9,-46.64,45.06
1010,-0.8,-46.64,45.08
1011,-0.8,-46.64,45.128
1012,-0.8,-46.64,45.144
1013,-0.8,-46.64,45.2
1014,-0.8,-46.64,45.221
1015,-0.8,-46.64,45.28
1016,-0.8,-46.64,45.3
